AM_STRT_NAME,AM_DRNR,COL_DES,COLO_ZIPCODE,CIUDAD,ESTADO,COD_PAIS,DELMUN,state,county,city,district,street,houseNumber,postalCode,reference,lat,lng,score,prev_score,PP_calle,PP_numero,PP_cp,PP_latitud,PP_longitud,PP_ciudad,PP_colonia,PP_neighborhood,PP_state,PP_estado,PP_country_code,PP_cp_num,PP_diferencia,PP_alcaldia,PP_method
BLVD MIGUEL ALEMAN,82 INT 202,BOCA DEL RIO CENTRO,94290.0,BOCA DEL RIO,VERACRUZ,MEXICO,BOCA DEL RIO,Veracruz de Ignacio de la Llave,Boca del Río,Boca del Río,Boca del Río Centro,Boulevard Miguel Alemán,82,94290.0,Interior 202,19.1077,-96.10409,0.95,0.5,Boulevard Miguel Alemán,82.0,94290,19.107359,-96.1046793,Boca del Río,Camino Real,Zona Centro,Ver.,Veracruz,MX,94290.0,0.0,,EXACT
TARAY,80  MZ4 LT3,SANTA BARBARA,56538.0,IXTAPALUCA,ESTADO DE MEXICO,MEXICO,IXTAPALUCA,México,Ixtapaluca,Ixtapaluca,Santa Bárbara,Taray,80 Mz 4 Lt 3,56538.0,,19.30458,-98.90012,0.93,1.0,Taray,95.0,56538,19.3052239,-98.9002646,Ixtapaluca,Geovillas Santa Barbara,None,Méx.,Estado de México,MX,56538.0,15.0,,EXACT
AV. 12 ORIENTE,609 LOCAL 3,CHOLULA,72760.0,SAN PEDRO CHOLULA,PUEBLA,MEXICO,SAN PEDRO CHOLULA,Puebla,San Pedro Cholula,San Pedro Cholula,Cholula,Avenida 12 Oriente,609,72760.0,Local 3,19.0645724,-98.2994603,1.0,1.0,Avenida 10 Oriente,205.0,72760,19.0651473,-98.3029207,San Andrés Cholula,Centro,None,Pue.,Puebla,MX,72760.0,404.0,,FUZZ
BLVD. GRAL. AGUSTÍN OLACHEA,8010,EL ZACATAL,23088.0,LA PAZ,BAJA CALIFORNIA SUR,MEXICO,LA PAZ,Baja California Sur,La Paz,La Paz,El Zacatal,Boulevard General Agustín Olachea,8010,23088.0,,24.11857,-110.33992,0.95,1.0,Boulevard Margarita Maza de Juárez,118.0,23088,24.1238557,-110.3037532,La Paz,Real Calafia,None,B.C.S.,Baja California Sur,MX,23088.0,7892.0,,FUZZ
SUPER MZ 215 MZ 7 LT 7-05 UBICADO EN AV 20 DE NOVIEMBRE,S/N,SUPERMANZANA 215,77518.0,CANCUN,QUINTANA ROO,MEXICO,BENITO JUAREZ,Quintana Roo,Benito Juárez,Cancún,Supermanzana 215,Avenida 20 de Noviembre,S/N,77518.0,Super Mz 215 Mz 7 Lt 7-05,21.17224,-86.87704,1.0,0.5,Avenida 20 de Noviembre,0.0,77518,21.17377968,-86.87386394,Cancún,216,None,Q.R.,Quintana Roo,MX,77518.0,0.0,,EXACT
CUBA #64-A,0,LOS ANGELES,60160.0,URUAPAN,MICHOACAN,MEXICO,URUAPAN,Michoacán de Ocampo,Uruapan,Uruapan,Los Ángeles,Cuba,64-A,60160.0,,19.40432,-102.05391,0.98,0.8,Ecuador,33.0,60160,19.4007102,-102.0502659,Uruapan,Los Ángeles,None,Mich.,Michoacán,MX,60160.0,31.0,,FUZZ
OCURRE,.,CANCUN CENTRO,77500.0,CANCUN,QUINTANA ROO,MEXICO,BENITO JUAREZ,Quintana Roo,Benito Juárez,Cancún,Cancún Centro,Ocurre,,77500.0,,21.1614359,-86.8253136,1.0,1.0,Cereza,0.0,77500,21.1656948,-86.8211969,Cancún,2A,None,Q.R.,Quintana Roo,MX,77500.0,0.0,,FUZZ
JUAN SANCHEZ AZCONA,NO. 1552,DEL VALLE SUR,3104.0,CIUDAD DE MEXICO,CIUDAD DE MEXICO,MEXICO,BENITO JUAREZ,Ciudad de México,Benito Juárez,Ciudad de México,Del Valle Sur,Juan Sánchez Azcona,1552,3104.0,,19.37315,-99.16511,1.0,1.0,JUAN SANCHEZ AZCONA,1552.0,3104,19.3733075775,-99.1649007379,,del valle sur,,,,,3104.0,0.0,benito juarez,FUZZ
BLVD. HAROLD R PAPE SUR # 100,0,MONCLOVA CENTRO,25700.0,MONCLOVA,COAHUILA,MEXICO,MONCLOVA,Coahuila de Zaragoza,Monclova,Monclova,Monclova Centro,Boulevard Harold R. Pape Sur,100,25700.0,,26.90446,-101.42957,0.96,1.0,Boulevard Harold R. Pape,612.0,25700,26.8995195,-101.4267953,Monclova,Zona Centro,None,Coah.,Coahuila de Zaragoza,MX,25700.0,512.0,,FUZZ
"AMADOR SALAZAR, #114. ENTREGA EN: , PISO: , ACCESIBLE POR: , ENTRE CALLES: LUCIO",114,BOSQUES DE LA ALAMEDA,38033.0,CELAYA,GUANAJUATO,MEXICO,CELAYA,Guanajuato,Celaya,Celaya,Bosques de la Alameda,Amador Salazar,114,38033.0,,20.5335,-100.80672,0.99,0.91,Amador Salazar,114.0,38033,20.5335995,-100.8066924,Celaya,Bosques de la Alameda,None,Gto.,Guanajuato,MX,38033.0,0.0,,EXACT
AV. SENDERO DIVISORIO 510,D,BALCONES DE ANAHUAC,66422.0,SAN NICOLAS DE LOS GARZA,NUEVO LEON,MEXICO,SAN NICOLAS DE LOS GARZA,Nuevo León,San Nicolás de los Garza,San Nicolás de los Garza,Balcones de Anáhuac,Avenida Sendero Divisorio,510 D,66422.0,,25.76483,-100.31236,0.97,1.0,Avenida Sendero Divisorio,802.0,66422,25.7635901,-100.3220972,San Nicolás de los Garza,El Mirador,None,N.L.,Nuevo León,MX,66422.0,292.0,,EXACT
FELIX Z. LICONA,602,RAFAEL LUCIO,91110.0,XALAPA,VERACRUZ,MEXICO,XALAPA,Veracruz de Ignacio de la Llave,Xalapa,Xalapa,Rafael Lucio,Félix Z. Licona,602,91110.0,,19.56443,-96.91981,1.0,1.0,Calle Félix Z. Licona,604.0,91110,19.5643591,-96.9197852,Xalapa-Enríquez,Rafael Lucio,None,Ver.,Veracruz,MX,91110.0,2.0,,SUB
JARDIN UNION 3, ,GUANAJUATO CENTRO,36000.0,GUANAJUATO,GUANAJUATO,MEXICO,GUANAJUATO,Guanajuato,Guanajuato,Guanajuato,Guanajuato Centro,Jardín Unión,3,36000.0,,21.01747,-101.25697,0.9,1.0,Jardín de la Unión,1.0,36000,21.0154976,-101.2536084,Guanajuato,Zona Centro,None,Gto.,Guanajuato,MX,36000.0,2.0,,FUZZ
TALAVERA,2810 INT 3,VILLAS DE TORREMOLINOS,45130.0,ZAPOPAN,JALISCO,MEXICO,ZAPOPAN,Jalisco,Zapopan,Zapopan,Villas de Torremolinos,Talavera,2810,45130.0,Interior 3,20.74868,-103.39561,0.99,1.0,Talavera,2700.0,45130,20.7482274,-103.3955995,Zapopan,Lomas de Zapopan,None,Jal.,Jalisco,MX,45130.0,110.0,,EXACT
JESUS DIAZ 4820,SN,NUEVO SANTA MARIA,45530.0,TLAQUEPAQUE,JALISCO,MEXICO,SAN PEDRO TLAQUEPAQUE,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,Nuevo Santa María,Jesús Díaz,4820 SN,45530.0,,20.6127912,-103.3819672,1.0,1.0,Avenida Jesús Michel González,487.0,45530,20.5995269,-103.3788105,San Pedro Tlaquepaque,Francisco I Madero 2a. Sección,None,Jal.,Jalisco,MX,45530.0,4333.0,,FUZZ
SUVAN,306,CERRADAS SOLE,66024.0,CERRADAS SOLE,NUEVO LEON,MEXICO,GARCIA,Nuevo León,García,García,Cerradas Solé,Suvan,306,66024.0,,25.7690215,-100.4490691,1.0,1.0,Bosque Vasco,503.0,66024,25.7609984,-100.4304135,None,None,Las Lomas Sector Bosques,N.L.,Nuevo León,MX,66024.0,197.0,,FUZZ
CONSTITUCION,381,LEY 57,83100.0,HERMOSILLO,SONORA,MEXICO,HERMOSILLO,Sonora,Hermosillo,Hermosillo,Ley 57,Constitución,381,83100.0,,29.11915,-110.97153,0.94,1.0,Avenida Constitución,306.0,83100,29.1190016,-110.9714454,Hermosillo,Ley 57,None,Son.,Sonora,MX,83100.0,75.0,,SUB
QUINTA MOREIRA,144,CLAUSTROS DE ARBOLEDAS,38060.0,CELAYA,GUANAJUATO,MEXICO,CELAYA,Guanajuato,Celaya,Celaya,Claustros de Arboledas,Quinta Moreira,144,38060.0,,20.5118,-100.84365,0.95,0.5,Quinta Miraflores,139.0,38060,20.5140289,-100.8434822,Celaya,None,None,Gto.,Guanajuato,MX,38060.0,5.0,,FUZZ
TEZONTLE,7125,LIBERTAD,32290.0,JUAREZ,CHIHUAHUA,MEXICO,JUAREZ,Chihuahua,Juárez,Juárez,Libertad,Tezontle,7125,32290.0,,31.68044,-106.48669,0.91,1.0,Tezontle,6882.0,32290,31.6833828,-106.4871785,Ciudad Juárez,Libertad,None,Chih.,Chihuahua,MX,32290.0,243.0,,EXACT
AVANTE MZ,20,SUPERMANZANA 107,77539.0,CANCUN,QUINTANA ROO,MEXICO,BENITO JUAREZ,Quintana Roo,Benito Juárez,Cancún,Supermanzana 107,Avante,Mz 20,77539.0,,21.13638,-86.8397,0.97,0.5,Amate,11.0,77539,21.1605602,-86.918483,Cancún,None,None,Q.R.,Quintana Roo,MX,77539.0,9.0,,FUZZ
VICENTE GUERRERO,43 E4,CENTRO,76000.0,QUERETARO,QUERETARO,MEXICO,QUERETARO,Querétaro,Querétaro,Querétaro,Centro,Vicente Guerrero,43 E4,76000.0,,20.59502,-100.39618,0.96,1.0,Calle Vicente Guerrero,43.0,76000,20.5949255,-100.3962219,Santiago de Querétaro,Vicente Guerrero,None,Qro.,Querétaro,MX,76000.0,0.0,,SUB
AV. DR. GUSTAVO BAZ,3987,CENTRO INDUSTRIAL TLALNEPANTLA,54030.0,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,MEXICO,TLALNEPANTLA DE BAZ,México,Tlalnepantla de Baz,Tlalnepantla de Baz,Centro Industrial Tlalnepantla,Avenida Doctor Gustavo Baz,3987,54030.0,,19.546457,-99.2075155,1.0,1.0,Avenida Doctor Gustavo Baz,3987.0,54030,19.546457,-99.2075155,Tlalnepantla,Centro Industrial Tlalnepantla,None,Méx.,Estado de México,MX,54030.0,0.0,,EXACT
TECNOLOGICO,668 LOCAL 2,GRANJA,84065.0,NOGALES,SONORA,MEXICO,NOGALES,Sonora,Nogales,Nogales,Granja,Tecnológico,668,84065.0,Local 2,31.2984954,-110.950978,1.0,0.8,Lucio Blanco,0.0,84065,31.2999777,-110.9585436,Heroica Nogales,Encinos,None,Son.,Sonora,MX,84065.0,668.0,,FUZZ
AHUEHUETES NORTE 1333 CONCORDE PH1 BOSQUE DE LAS LOMAS,--,BOSQUE DE LAS LOMAS,11700.0,CIUDAD DE MEXICO,CIUDAD DE MEXICO,MEXICO,MIGUEL HIDALGO,Ciudad de México,Miguel Hidalgo,Ciudad de México,Bosque de las Lomas,Ahuehuetes Norte,1333,11700.0,Concorde PH1,19.39523,-99.25804,1.0,1.0,PASEO DE LOS AHUEHUETES NORTE,1320.0,11700,19.3974353092,-99.2554164953,,bosque de las lomas,,,,,11700.0,13.0,miguel hidalgo,SUB
10 AV NTE 8B,SN,5 DE FEBRERO,30710.0,TAPACHULA,CHIAPAS,MEXICO,TAPACHULA,Chiapas,Tapachula,Tapachula,5 de Febrero,10 Avenida Norte,8B SN,30710.0,,14.92215,-92.26066,1.0,1.0,4a. Avenida Norte,16.0,30710,14.9178483,-92.258478,Tapachula de Córdova y Ordoñez,5 de Febrero,Los Naranjos,Chis.,Chiapas,MX,30710.0,8.0,,FUZZ
MANUEL MARTINEZ VALADEZ,4519,BALCONES DE LA JOYA,44390.0,GUADALAJARA,JALISCO,MEXICO,GUADALAJARA,Jalisco,Guadalajara,Guadalajara,Balcones de La Joya,Manuel Martínez Valadez,4519,44390.0,,20.72174,-103.29202,0.99,0.99,Manuel Martínez Valadez,4531.0,44390,20.7216604,-103.2924062,Guadalajara,Balcones de La Joya,None,Jal.,Jalisco,MX,44390.0,12.0,,EXACT
CAMELIA,216,OBREGON,37320.0,LEON,GUANAJUATO,MEXICO,LEON,Guanajuato,León,León,Obregón,Camelia,216,37320.0,,21.12844,-101.6858,1.0,0.91,Camelia,204.0,37320,21.1281746,-101.6857124,León,Obregon,None,Gto.,Guanajuato,MX,37320.0,12.0,,EXACT
AV. CAMINO NACIONAL,295,BENITO JUAREZ,94732.0,RIO BLANCO,VERACRUZ,MEXICO,RIO BLANCO,Veracruz de Ignacio de la Llave,Río Blanco,Río Blanco,Benito Juárez,Avenida Camino Nacional,295,94732.0,,18.83913,-97.12569,0.91,1.0,Avenida Camino Nacional,311.0,94732,18.8391835,-97.124834,Río Blanco,Benito Juárez,None,Ver.,Veracruz,MX,94732.0,16.0,,EXACT
GALAXIA,EXT: 3917,GRECIA,80015.0,CULIACAN,SINALOA,MEXICO,CULIACAN,Sinaloa,Culiacán,Culiacán,Grecia,Galaxia,3917,80015.0,,24.8389,-107.37852,1.0,0.8,Galileo,1984.0,80015,24.8337348,-107.378245,Culiacán Rosales,Ruben Jaramillo,Rubén Jaramillo,Sin.,Sinaloa,MX,80015.0,1933.0,,FUZZ
ALMAGRO,EXT:322B,EL CERRITO,38163.0,APASEO EL GRANDE,GUANAJUATO,MEXICO,APASEO EL GRANDE,Guanajuato,Apaseo el Grande,Apaseo el Grande,El Cerrito,Almagro,322B,38163.0,,20.5586881,-100.6798119,0.5,0.5,Palermo,101.0,38163,20.5575535,-100.6791769,Apaseo el Grande,None,None,Gto.,Guanajuato,MX,38163.0,221.0,,FUZZ
CHUREA,EXT:12,RENACIMIENTO,83296.0,HERMOSILLO,SONORA,MEXICO,HERMOSILLO,Sonora,Hermosillo,Hermosillo,Renacimiento,Churea,12,83296.0,,29.00977,-110.93241,0.99,1.0,Churea,13.0,83296,29.0099092,-110.932484,Hermosillo,Nuevo Hermosillo,None,Son.,Sonora,MX,83296.0,1.0,,EXACT
CALLES 36 ESQ. 1 DE MAYO 1O. DE MAYO 3407 ,1,SANTA RITA,31020.0,CHIHUAHUA,CHIHUAHUA,MEXICO,CHIHUAHUA,Chihuahua,Chihuahua,Chihuahua,Santa Rita,Calle 36,3407 1,31020.0,"Esquina 1 de Mayo, 1O. de Mayo",28.62175,-106.0775,0.94,0.5,Calle 36,3208.0,31020,28.6237476,-106.0812158,Chihuahua,Herradura Pdu,None,Chih.,Chihuahua,MX,31020.0,199.0,,EXACT
CUAUHTEMOC 118 SUR ENTRE SORJUANA INES DE LA CRUZ Y RODOLFO CAMPODONICO ENSEGUID,NO 118,DEPORTIVA,85860.0,NAVOJOA,SONORA,MEXICO,NAVOJOA,Sonora,Navojoa,Navojoa,Deportiva,Cuauhtémoc,118 Sur,85860.0,Entre Sor Juana Inés de la Cruz y Rodolfo Campodónico Enseguida No 118,27.06611,-109.45137,0.94,0.8,Boulevard Cuauhtémoc Sur,112.0,85860,27.066868,-109.4513936,Navojoa,Deportiva,None,Son.,Sonora,MX,85860.0,6.0,,SUB
NO REELECCION PERIFERICO SUR,3509,JUAREZ,85870.0,NAVOJOA,SONORA,MEXICO,NAVOJOA,Sonora,Navojoa,Navojoa,Juárez,No Reelección Periférico Sur,3509,85870.0,,27.0592113,-109.4431841,0.5,0.5,Calle No Reelección Sur,2912.0,85870,27.055075,-109.4424311,Navojoa,Juárez,None,Son.,Sonora,MX,85870.0,597.0,,FUZZ
JUAN JOSE ESCALONA Y CALATAYUD 458,SN,EJIDAL OCOLUSEN,58295.0,MORELIA,MICHOACAN,MEXICO,MORELIA,Michoacán de Ocampo,Morelia,Morelia,Ejidal Ocolusen,Juan José Escalona y Calatayud,458 SN,58295.0,,19.68293,-101.15373,1.0,0.91,Calle Juan Jose Escalona Y Calatayud,512.0,58295,19.6829727,-101.1531611,Morelia,Ejidal Ocolusen,None,Mich.,Michoacán,MX,58295.0,54.0,,FUZZ
BLVD VICENTE VALTIERRA 1341,SN,EL COECILLO,37260.0,LEON,GUANAJUATO,MEXICO,LEON,Guanajuato,León,León,El Coecillo,Boulevard Vicente Valtierra,1341 SN,37260.0,,21.1322,-101.6692,1.0,0.94,Boulevard Vicente Valtierra,1345.0,37260,21.1321125,-101.6688479,León,El Coecillo,None,Gto.,Guanajuato,MX,37260.0,4.0,,EXACT
WALAMO,EXT: 11105,VALLE DEL EJIDO,82134.0,MAZATLAN,SINALOA,MEXICO,MAZATLAN,Sinaloa,Mazatlán,Mazatlán,Valle Del Ejido,Walamo,11105,82134.0,,23.27951,-106.40068,1.0,0.5,Calle Walamo,11504.0,82134,23.2798285,-106.4044049,Mazatlán,Valle del Ejido,None,Sin.,Sinaloa,MX,82134.0,399.0,,SUB
SANTA FE DE GUADALUPE,SN,LA SAUCEDA (SANTA FE DE GUADALUPE),36256.0,MARFIL,GUANAJUATO,MEXICO,GUANAJUATO,Guanajuato,Guanajuato,Marfil,La Sauceda (Santa Fe de Guadalupe),Santa Fe de Guadalupe,SN,36256.0,,20.8993695,-101.1918069,0.5,0.5,Del Roble,27.0,36256,20.9771265,-101.2832576,Guanajuato,Arroyo Verde,None,Gto.,Guanajuato,MX,36256.0,27.0,,FUZZ
CALLE ARISTOTELES 311,0,MONUMENTAL,32310.0,JUAREZ,CHIHUAHUA,MEXICO,JUAREZ,Chihuahua,Juárez,Juárez,Monumental,Calle Aristóteles,311,32310.0,,31.73961,-106.44352,0.99,0.9,Aristóteles,324.0,32310,31.7402012,-106.4435441,Ciudad Juárez,Monumental,None,Chih.,Chihuahua,MX,32310.0,13.0,,FUZZ
AV CUAUHTEMOC 2246   CD DEL SOL,SN,EL ZAPOTE,45050.0,ZAPOPAN,JALISCO,MEXICO,ZAPOPAN,Jalisco,Zapopan,Zapopan,Ciudad Del Sol,Avenida Cuauhtémoc,2246,45050.0,El Zapote Sin Número,20.64753,-103.408,1.0,1.0,Avenida Cuauhtémoc,1899.0,45050,20.6601988,-103.4089425,Zapopan,Ciudad del Sol,None,Jal.,Jalisco,MX,45050.0,347.0,,EXACT
MARIANO MATAMOROS,68,MONTE ESCOBEDO CENTRO,99400.0,MONTE ESCOBEDO CENTRO,ZACATECAS,MEXICO,MONTE ESCOBEDO,Zacatecas,Monte Escobedo,Monte Escobedo,Monte Escobedo Centro,Mariano Matamoros,68,99400.0,,22.30217,-103.56856,1.0,1.0,Mariano Matamoros,120.0,99400,22.3029511,-103.5655258,Monte Escobedo,None,None,Zac.,Zacatecas,MX,99400.0,52.0,,EXACT
AV 12 DE OCTUBRE,SN,NUEVA ESPERANZA,29960.0,PALENQUE,CHIAPAS,MEXICO,PALENQUE,Chiapas,Palenque,Palenque,Nueva Esperanza,Avenida 12 de Octubre,SN,29960.0,,17.51262,-91.98687,0.91,0.5,Avenida 5 de Febrero,0.0,29960,17.5134294,-91.9804206,Palenque,Centro,None,Chis.,Chiapas,MX,29960.0,0.0,,FUZZ
BLVD SAN LUIS ,1158 INT,VALLE DORADO,78399.0,SAN LUIS POTOSI,SAN LUIS POTOSI,MEXICO,SAN LUIS POTOSI,San Luis Potosí,San Luis Potosí,San Luis Potosí,Valle Dorado,Boulevard San Luis,1158 Int,78399.0,,22.14321,-100.94588,0.91,1.0,Boulevard San Luis,1262.0,78399,22.1382763,-100.938344,San Luis Potosí,Valle Dorado,None,S.L.P.,San Luis Potosí,MX,78399.0,104.0,,EXACT
AVENIDA HIDALGO,43,CENTRO INDUSTRIAL TLALNEPANTLA,54030.0,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,MEXICO,TLALNEPANTLA DE BAZ,México,Tlalnepantla de Baz,Tlalnepantla de Baz,Centro Industrial Tlalnepantla,Avenida Hidalgo,43,54030.0,,19.5414989,-99.1944356,1.0,1.0,Avenida Hidalgo,47.0,54030,19.5468288,-99.1942283,Tlalnepantla de Baz,Habitacional la Romana,None,Méx.,Estado de México,MX,54030.0,4.0,,EXACT
MURUA MARTINEZ 16516,SN,VALLE VISTA 2DA. SECCION,22456.0,TIJUANA,BAJA CALIFORNIA,MEXICO,TIJUANA,Baja California,Tijuana,Tijuana,Valle Vista 2da. Sección,Murua Martinez,16516 SN,22456.0,,32.52124,-116.93756,0.99,0.9,Avenida Murua Martínez,16500.0,22456,32.5210824,-116.9410759,Tijuana,Murua Poniente,None,B.C.,Baja California,MX,22456.0,16.0,,FUZZ
MANUEL GONZALEZ JR 302,SN,SIERRA GORDA,87050.0,CIUDAD VICTORIA,TAMAULIPAS,MEXICO,VICTORIA,Tamaulipas,Victoria,Ciudad Victoria,Sierra Gorda,Manuel González Jr,302 SN,87050.0,,23.74548,-99.14936,0.99,1.0,Calle Manuel González Jr.,373.0,87050,23.742549,-99.1496516,Ciudad Victoria,San Francisco,None,Tamps.,Tamaulipas,MX,87050.0,71.0,,SUB
20 DE NOVIEMBRE #31 SOPENA,20 - NULL,LOMAS DE SAN PEDRO,36119.0,SILAO,GUANAJUATO,MEXICO,SILAO DE LA VICTORIA,Guanajuato,Silao de la Victoria,Silao,Sopeña,20 de Noviembre,31,36119.0,"20 - NULL, Lomas de San Pedro",20.9607137,-101.4202179,1.0,1.0,20 de Noviembre,31.0,36119,20.9607035,-101.4201973,Silao,Sopeña,None,Gto.,Guanajuato,MX,36119.0,0.0,,EXACT
CENTRO AMÉRICA,EXT: #29,PLANCARTE,38120.0,PLANCARTE,GUANAJUATO,MEXICO,CELAYA,Guanajuato,Celaya,Celaya,Plancarte,Centro América,29,38120.0,Ext: #29,20.58853,-100.79682,0.99,1.0,Centro América,47.0,38120,20.5865265,-100.7963305,Plancarte,None,Puertas de Santa María,Gto.,Guanajuato,MX,38120.0,18.0,,EXACT
CALLE AQUILES SERDAN 49,A,LOMAS DEL SUR,72470.0,PUEBLA,PUEBLA,MEXICO,PUEBLA,Puebla,Puebla,Puebla,Lomas del Sur,Calle Aquiles Serdán,49 A,72470.0,,18.99997,-98.21845,1.0,0.9,Calle Aquiles Serdán,49.0,72470,19.0003131,-98.2199789,Heroica Puebla de Zaragoza,Lomas del Sur,None,Pue.,Puebla,MX,72470.0,0.0,,EXACT
GUILLERMO MARCONI,9,SAN NICOLAS,54030.0,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,MEXICO,TLALNEPANTLA DE BAZ,México,Tlalnepantla de Baz,Tlalnepantla de Baz,San Nicolás,Guillermo Marconi,9,54030.0,,19.5553,-99.20279,0.99,1.0,Guillermo Marconi,9.0,54030,19.5555824,-99.2027995,Tlalnepantla de Baz,Industrial San Nicolas,None,Méx.,Estado de México,MX,54030.0,0.0,,EXACT
PASEO DE LOS VIRREYES THE LANDMARK GUADALAJARA 45 INT 12 05,-,PUERTA DE HIERRO,45116.0,ZAPOPAN,JALISCO,MEXICO,ZAPOPAN,Jalisco,Zapopan,Zapopan,Puerta de Hierro,Paseo de los Virreyes,The Landmark Guadalajara 45,45116.0,Interior 1205,20.7075516,-103.4128727,1.0,1.0,Paseo de Los Virreyes,45.0,45116,20.7072259,-103.4130249,Zapopan,Puerta de Hierro,None,Jal.,Jalisco,MX,45116.0,0.0,,EXACT
CALLE A 286,0,PUESTA DEL SOL,23090.0,LA PAZ,BAJA CALIFORNIA SUR,MEXICO,LA PAZ,Baja California Sur,La Paz,La Paz,Puesta del Sol,Calle A,286,23090.0,,24.13282,-110.33579,0.99,0.92,Calle O,0.0,23090,24.136847,-110.3340085,La Paz,Solidaridad,None,B.C.S.,Baja California Sur,MX,23090.0,286.0,,FUZZ
REPUBLICA DER PERU,16,VISTA HERMOSA,20802.0,CALVILLO,AGUASCALIENTES,MEXICO,CALVILLO,Aguascalientes,Calvillo,Calvillo,Vista Hermosa,República Del Perú,16,20802.0,,21.84885,-102.72274,0.95,0.3,Presa de Malpaso,0.0,20802,21.8454851,-102.7312513,Calvillo,Independencia,None,Ags.,Aguascalientes,MX,20802.0,16.0,,FUZZ
5A Y VICTORIA,714,HEROICA MATAMOROS CENTRO,87300.0,MATAMOROS,TAMAULIPAS,MEXICO,MATAMOROS,Tamaulipas,Matamoros,Matamoros,Heroica Matamoros Centro,Calle Victoria,714,87300.0,Entre Calle 5A,25.876131,-97.5081264,0.8,0.3,Guadalupe Victoria,201.0,87300,25.877507,-97.5015701,Heroica Matamoros,Zona Centro,None,Tamps.,Tamaulipas,MX,87300.0,513.0,,FUZZ
NORTE CINCO,S N,NUEVO PARQUE INDUSTRIAL,76806.0,SAN JUAN DEL RIO,QUERETARO,MEXICO,SAN JUAN DEL RIO,Querétaro,San Juan del Río,San Juan del Río,Nuevo Parque Industrial,Norte 5,S N,76806.0,,20.369151,-99.9640797,0.5,0.5,Norte 3,0.0,76806,20.369151,-99.9640797,San Juan del Río,Nuevo San Juan,None,Qro.,Querétaro,MX,76806.0,0.0,,FUZZ
ANATOLE FRANCE 139,SN,POLANCO IV SECCION,11550.0,CIUDAD DE MEXICO,CIUDAD DE MEXICO,MEXICO,MIGUEL HIDALGO,Ciudad de México,Miguel Hidalgo,Ciudad de México,Polanco IV Sección,Anatole France,139 SN,11550.0,,19.43323,-99.19743,0.94,0.94,ANATOLE FRANCE,139.0,11550,19.4329807027,-99.1972560546,,polanco 3 seccion,,,,,11550.0,0.0,miguel hidalgo,EXACT
CDA MONTERREY  DPTO 5,EDF:130,CONJUNTO HABITACIONAL SAN ANDRES,72310.0,PUEBLA,PUEBLA,MEXICO,PUEBLA,Puebla,Puebla,Puebla,Conjunto Habitacional San Andrés,Monterrey,130,72310.0,"Departamento 5, Edificio",19.0467539,-98.1204605,0.5,0.5,Boulevard Monterrey,68.0,72310,19.0587952,-98.1347306,Heroica Puebla de Zaragoza,Bosques de San Sebastián,None,Pue.,Puebla,MX,72310.0,62.0,,SUB
CALLE PUERTO LA PAZ 512A,PUERTO PICHILIN,CIRCUNVALACION BELISARIO,44330.0,GUADALAJARA,JALISCO,MEXICO,GUADALAJARA,Jalisco,Guadalajara,Guadalajara,Circunvalación Belisario,Calle Puerto La Paz,512A,44330.0,Puerto Pichilin,20.6974,-103.32071,0.99,0.99,Calle Puerto la Paz,511.0,44330,20.6975598,-103.3204353,Guadalajara,Circunvalación Belisario,None,Jal.,Jalisco,MX,44330.0,1.0,,EXACT
BLVD DELTA,202,INDUSTRIAL DELTA,37545.0,LEON,GUANAJUATO,MEXICO,LEON,Guanajuato,León,León,Industrial Delta,Blvd Delta,202,37545.0,,21.08861,-101.62274,0.99,0.93,Boulevard Delta,102.0,37545,21.0894817,-101.6222657,León,Industrial Delta,None,Gto.,Guanajuato,MX,37545.0,100.0,,FUZZ
SIOUX,10640,PRADERA DORADA,82139.0,MAZATLAN,SINALOA,MEXICO,MAZATLAN,Sinaloa,Mazatlán,Mazatlán,Pradera Dorada,Sioux,10640,82139.0,,23.27424,-106.37393,0.99,1.0,Río Sinaloa,11427.0,82139,23.2767588,-106.365983,None,None,None,Sin.,Sinaloa,MX,82139.0,787.0,,FUZZ
5 DE FEBRERO 205 OTE,N,VICTORIA DE DURANGO CENTRO,34000.0,DURANGO,DURANGO,MEXICO,DURANGO,Durango,Durango,Durango,Victoria De Durango Centro,5 De Febrero,205 Ote N,34000.0,,24.024598,-104.6632926,1.0,1.0,Calle 5 de Febrero,200.0,34000,24.0241799,-104.6638609,Durango,Zona Centro,None,Dgo.,Durango,MX,34000.0,5.0,,SUB
YUCATAN 703,-,CHAPALITA,37340.0,LEON,GUANAJUATO,MEXICO,LEON,Guanajuato,León,León,Chapalita,Yucatán,703,37340.0,,21.12587,-101.69421,0.93,1.0,Yucatán,701.0,37340,21.1257713,-101.6939681,León,Obrera,None,Gto.,Guanajuato,MX,37340.0,2.0,,EXACT
